"","date_t","producto","variable"
"179",1999-09-01,"Lacteos_rp",0.853681734839001
"180",1999-09-01,"Res_rp",0.869231028538799
"181",1999-09-01,"Cereales_sin_Arroz_rp",0.880575139421603
"182",1999-09-01,"Aceites_y_Grasas_rp",0.890533822821932
"183",1999-09-01,"Frituras_Helados_y_Dulces_rp",0.952326211986397
"184",1999-09-01,"Arroz_rp",1.00207935444293
"185",1999-09-01,"Legumbres_rp",1.0055524729267
"186",1999-09-01,"Carnes_Preparadas_rp",1.00789031477469
"187",1999-09-01,"pollo_y_huevo_rp",1.09890986435084
"188",1999-09-01,"Cerdo_rp",1.10549836706829
"189",1999-09-01,"Salsas_Condimentos_y_Sopas_rp",1.12358896828308
"190",1999-09-01,"Bebidas_No_Alcoholicas_rp",1.17126435968478
"191",1999-10-01,"Hortalizas_rp",0.516685971552493
"192",1999-10-01,"Frutas_rp",0.520338654562551
"193",1999-10-01,"Papa_rp",0.656275501287587
"194",1999-10-01,"Tuberculos_sin_papa_rp",0.711236960838434
"195",1999-10-01,"Chocolate_y_Cafe_rp",0.747503370263733
"196",1999-10-01,"Azucar_y_Panela_rp",0.795278063461946
"197",1999-10-01,"Pescados_y_Mariscos_rp",0.818963451312776
"198",1999-10-01,"Lacteos_rp",0.850529766528694
"199",1999-10-01,"Res_rp",0.868409651998113
"200",1999-10-01,"Cereales_sin_Arroz_rp",0.874836911023871
"201",1999-10-01,"Aceites_y_Grasas_rp",0.894407118478249
"202",1999-10-01,"Frituras_Helados_y_Dulces_rp",0.956584926386126
"203",1999-10-01,"Arroz_rp",0.999263616935786
"204",1999-10-01,"Carnes_Preparadas_rp",1.00420377302752
"205",1999-10-01,"Legumbres_rp",1.01277512369346
"206",1999-10-01,"Cerdo_rp",1.08674659093609
"207",1999-10-01,"pollo_y_huevo_rp",1.0979540705717
"208",1999-10-01,"Salsas_Condimentos_y_Sopas_rp",1.12604621228383
"209",1999-10-01,"Bebidas_No_Alcoholicas_rp",1.1635367151014
"210",1999-11-01,"Frutas_rp",0.506312473300366
"211",1999-11-01,"Hortalizas_rp",0.525973893517929
"212",1999-11-01,"Papa_rp",0.659513781634062
"213",1999-11-01,"Tuberculos_sin_papa_rp",0.726629162355233
"214",1999-11-01,"Chocolate_y_Cafe_rp",0.747114730476858
"215",1999-11-01,"Azucar_y_Panela_rp",0.779071872867601
"216",1999-11-01,"Pescados_y_Mariscos_rp",0.808837460596273
"217",1999-11-01,"Lacteos_rp",0.860079657519646
"218",1999-11-01,"Res_rp",0.866190618377833
"219",1999-11-01,"Cereales_sin_Arroz_rp",0.876422939606051
"220",1999-11-01,"Aceites_y_Grasas_rp",0.894684433738274
"221",1999-11-01,"Frituras_Helados_y_Dulces_rp",0.958012922308471
"222",1999-11-01,"Carnes_Preparadas_rp",0.989149262087417
"223",1999-11-01,"Arroz_rp",0.991343377222128
"224",1999-11-01,"Legumbres_rp",1.00950640176617
"225",1999-11-01,"Cerdo_rp",1.09322054073994
"226",1999-11-01,"pollo_y_huevo_rp",1.09842367027493
"227",1999-11-01,"Salsas_Condimentos_y_Sopas_rp",1.12494556337729
"228",1999-11-01,"Bebidas_No_Alcoholicas_rp",1.15988236036363
"229",1999-12-01,"Frutas_rp",0.519388746579499
"230",1999-12-01,"Hortalizas_rp",0.571115672588763
"231",1999-12-01,"Papa_rp",0.624578173069506
"232",1999-12-01,"Tuberculos_sin_papa_rp",0.747266417866432
"233",1999-12-01,"Azucar_y_Panela_rp",0.764777524280345
"234",1999-12-01,"Chocolate_y_Cafe_rp",0.776117024804077
"235",1999-12-01,"Pescados_y_Mariscos_rp",0.812982639250529
"236",1999-12-01,"Res_rp",0.860294917426308
"237",1999-12-01,"Lacteos_rp",0.865469896157978
"238",1999-12-01,"Cereales_sin_Arroz_rp",0.873635585472499
"239",1999-12-01,"Aceites_y_Grasas_rp",0.890381152407256
"240",1999-12-01,"Frituras_Helados_y_Dulces_rp",0.955507980390782
"241",1999-12-01,"Carnes_Preparadas_rp",0.972563219761489
"242",1999-12-01,"Arroz_rp",0.984508566084662
"243",1999-12-01,"Legumbres_rp",1.01620697967931
"244",1999-12-01,"pollo_y_huevo_rp",1.09605682188918
"245",1999-12-01,"Cerdo_rp",1.09805663649185
"246",1999-12-01,"Salsas_Condimentos_y_Sopas_rp",1.11976290828306
"247",1999-12-01,"Bebidas_No_Alcoholicas_rp",1.15852342270284
"248",2000-01-01,"Frutas_rp",0.523949411637089
"249",2000-01-01,"Hortalizas_rp",0.583828328072468
"250",2000-01-01,"Papa_rp",0.636862338380103
"251",2000-01-01,"Azucar_y_Panela_rp",0.759389910743783
"252",2000-01-01,"Tuberculos_sin_papa_rp",0.780813733545231
"253",2000-01-01,"Pescados_y_Mariscos_rp",0.814109157301823
"254",2000-01-01,"Chocolate_y_Cafe_rp",0.817473304875625
"255",2000-01-01,"Res_rp",0.85407235861211
"256",2000-01-01,"Cereales_sin_Arroz_rp",0.870850150210652
"257",2000-01-01,"Lacteos_rp",0.871778190663967
"258",2000-01-01,"Aceites_y_Grasas_rp",0.884325853030072
"259",2000-01-01,"Frituras_Helados_y_Dulces_rp",0.942867953528043
"260",2000-01-01,"Carnes_Preparadas_rp",0.967181659005586
"261",2000-01-01,"Arroz_rp",0.972737460455848
"262",2000-01-01,"Legumbres_rp",1.01217274385295
"263",2000-01-01,"pollo_y_huevo_rp",1.10161300522158
"264",2000-01-01,"Cerdo_rp",1.1042472306855
"265",2000-01-01,"Salsas_Condimentos_y_Sopas_rp",1.11444734270772
"266",2000-01-01,"Bebidas_No_Alcoholicas_rp",1.15810803327102
"267",2000-02-01,"Frutas_rp",0.52547726296902
"268",2000-02-01,"Hortalizas_rp",0.569936924212642
"269",2000-02-01,"Azucar_y_Panela_rp",0.75885296840778
"270",2000-02-01,"Papa_rp",0.767872649547646
"271",2000-02-01,"Tuberculos_sin_papa_rp",0.800492231819137
"272",2000-02-01,"Pescados_y_Mariscos_rp",0.806602623547934
"273",2000-02-01,"Chocolate_y_Cafe_rp",0.81122318115153
"274",2000-02-01,"Res_rp",0.842551574759203
"275",2000-02-01,"Cereales_sin_Arroz_rp",0.862970033015716
"276",2000-02-01,"Lacteos_rp",0.877172576002123
"277",2000-02-01,"Aceites_y_Grasas_rp",0.877986921898439
"278",2000-02-01,"Frituras_Helados_y_Dulces_rp",0.933540309432147
"279",2000-02-01,"Arroz_rp",0.95915493458063
